symbol
000020
000040
000050
000070
000080
000100
000120
000140
000150
000180
000210
000220
000230
000240
000270
000300
000320
000370
000390
000400
000430
000480
000490
000500
000520
000540
000590
000640
000650
000660
000670
000680
000700
000720
000760
000810
000850
000860
000880
000890
000910
000950
000970
000990
001020
001040
001060
001070
001080
001120
001130
001200
001210
001230
001250
001260
001270
001290
001340
001360
001380
001390
001420
001430
001440
001450
001460
001470
001500
001510
001520
001530
001550
001560
001570
001620
001630
001680
001720
001740
001750
001770
001780
001790
001800
001820
001940
002020
002030
002070
002100
002140
002150
002170
002200
002210
002220
002240
002310
002320
002350
002360
002380
002390
002410
002420
002450
002460
002600
002620
002630
002690
002700
002710
002720
002760
002780
002790
002810
002820
002840
002870
002880
002900
002920
002960
002990
003000
003010
003030
003060
003070
003080
003090
003120
003160
003200
003220
003230
003240
003280
003300
003350
003460
003470
003480
003490
003520
003530
003540
003550
003570
003580
003610
003620
003650
003670
003680
003690
003720
003780
003830
003850
003920
003960
004000
004020
004060
004080
004090
004100
004140
004150
004170
004250
004270
004310
004360
004370
004380
004410
004430
004440
004450
004490
004540
004560
004690
004700
004710
004720
004770
004800
004830
004840
004870
004890
004910
004920
004960
004970
004980
004990
005010
005030
005070
005090
005110
005180
005250
005300
005320
005360
005380
005420
005430
005440
005490
005500
005610
005680
005690
005720
005740
005750
005800
005810
005820
005830
005850
005870
005880
005930
005940
005950
005960
006040
006060
006090
006110
006120
006200
006220
006260
006280
006340
006360
006370
006380
006400
006490
006570
006650
006660
006740
006800
006840
006880
006890
006980
007070
007110
007120
007160
007210
007280
007310
007340
007460
007540
007570
007590
007610
007660
007690
007700
007810
007860
007980
008040
008060
008250
008260
008350
008420
008490
008600
008700
008730
008770
008870
008930
008970
009070
009140
009150
009160
009180
009190
009200
009240
009270
009290
009310
009320
009410
009420
009440
009450
009460
009470
009540
009580
009680
009770
009810
009830
009900
009970
010040
010060
010100
010120
010130
010140
010400
010580
010640
010660
010690
010770
010780
010820
010950
010960
011000
011070
011090
011150
011170
011200
011210
011230
011280
011300
011330
011390
011420
011500
011690
011700
011760
011780
011790
011810
011930
012030
0120G0
012160
012170
012200
012280
012320
012330
012450
012610
012630
012690
0126Z0
012750
012800
013000
013360
013520
013570
013580
013700
013870
013890
014130
014160
014280
014440
014530
014580
014680
014710
014790
014820
014830
014910
014990
015020
015230
015260
015360
015590
015760
015860
015890
016090
016360
016380
016450
016580
016590
016610
016710
016740
016800
016880
017040
017180
017370
017390
017550
017670
017800
017810
017860
017900
017940
017960
018250
018260
018470
018500
018670
018880
019170
019180
019490
019680
020000
020120
020150
020560
020760
021050
021240
021820
022100
023000
023150
023350
023450
023530
023590
023800
023810
023960
024070
024090
024110
024720
024890
024900
025000
025530
025540
025560
025620
025750
025820
025860
025890
026890
026940
026960
027410
027740
027970
028050
028100
028260
028670
029460
029530
029780
030000
030190
030200
030210
030610
030720
031210
031430
031440
031820
032350
032560
032640
032830
033240
033250
033270
033530
033780
033920
034020
034120
034220
034230
034310
034590
034730
034830
035000
035150
035250
035420
035510
035720
036420
036460
036530
036570
036580
037270
037560
037710
039130
039490
039570
041650
042660
042700
044380
044450
044820
047040
047050
047400
047810
049800
051600
051630
051900
051910
052690
053210
053690
055490
055550
058430
058650
058730
058850
058860
060980
062040
063160
064350
064400
064960
066570
066970
067830
068270
068290
069260
069460
069620
069640
069730
069960
070960
071050
071090
071320
071840
071950
071970
072130
072710
073240
074610
075180
075580
077500
077970
078000
078520
078930
079160
079430
079550
079900
079980
081000
081660
082640
082740
083420
084010
084670
084680
084690
084870
085310
085620
086280
086790
088350
088790
089470
089590
089860
090080
090350
090370
090430
090460
091810
092200
092220
092230
092440
092780
092790
093050
093240
093370
094280
095570
095720
096760
096770
097230
097520
097950
100090
100220
100250
100840
101140
101530
102260
102460
103140
103590
104700
105560
105630
105840
107590
108320
108670
109070
111110
111380
111770
112610
114090
117580
118000
119650
120030
120110
122900
123690
123700
123890
126560
126720
128820
128940
129260
130660
133820
134380
134790
136490
137310
138040
138930
139130
139480
139990
143210
145210
145720
145990
155660
161000
161390
161890
163560
170900
175330
178920
180640
181710
183190
185750
192080
192400
192650
192820
194370
195870
200880
204320
207940
210540
210980
213500
214320
214330
214390
214420
217590
226320
227840
229640
234080
241560
241590
244920
248070
248170
249420
251270
259960
264900
267250
267260
267270
267290
267850
268280
271560
271940
271980
272210
272450
272550
278470
279570
280360
281820
282330
284740
285130
286940
293480
294870
298000
298020
298040
298050
298690
300720
302440
306200
307950
308170
316140
317400
317450
322000
323410
326030
329180
336260
336370
339770
344820
352820
353200
361610
363280
372910
373220
375500
377300
377740
378850
381970
383220
383800
402340
403550
439260
443060
446070
450080
452260
453340
454910
456040
457190
460850
460860
462520
462870
465770
475150
475560
480370
483650
484870
487570
489790
499790
900140
950210
